Invoice No,Issue Date,Buyer TIN,Buyer,Currency,Subtotal,VAT,Total,Item,Qty,Unit Price
INV-SYN-00016,2025-04-20,69419267-1154,Chukwuemeka Okafor Ltd,NGN,68015.06,5101.13,73116.19,Logistics Services,10,2827.76
INV-SYN-00016,2025-04-20,69419267-1154,Chukwuemeka Okafor Ltd,NGN,68015.06,5101.13,73116.19,Logistics Services,19,1842.60
INV-SYN-00017,2025-08-07,43543329-3204,Emeka Logistics Nigeria Ltd,NGN,36854.51,2764.09,39618.60,Consulting Services,3,37.75
INV-SYN-00017,2025-08-07,43543329-3204,Emeka Logistics Nigeria Ltd,NGN,36854.51,2764.09,39618.60,Logistics Services,12,1209.93
INV-SYN-00017,2025-08-07,43543329-3204,Emeka Logistics Nigeria Ltd,NGN,36854.51,2764.09,39618.60,Consulting Services,10,2222.21
INV-SYN-00018,2025-11-13,42985181-8162,Emeka Logistics Nigeria Ltd,NGN,42511.53,3188.36,45699.89,Raw Materials,3,4988.10
INV-SYN-00018,2025-11-13,42985181-8162,Emeka Logistics Nigeria Ltd,NGN,42511.53,3188.36,45699.89,Logistics Services,5,2923.26
INV-SYN-00018,2025-11-13,42985181-8162,Emeka Logistics Nigeria Ltd,NGN,42511.53,3188.36,45699.89,Industrial Equipment,3,4310.31
INV-SYN-00019,2025-01-09,04830178-0424,Yusuf Agro Processing Ltd,NGN,97339.69,7300.48,104640.17,Building Materials,6,2488.78
INV-SYN-00019,2025-01-09,04830178-0424,Yusuf Agro Processing Ltd,NGN,97339.69,7300.48,104640.17,Building Materials,7,382.43
INV-SYN-00019,2025-01-09,04830178-0424,Yusuf Agro Processing Ltd,NGN,97339.69,7300.48,104640.17,IT Services,17,4690.00
INV-SYN-00020,2025-05-15,32930836-7476,Port Harcourt Energy Services Ltd,NGN,154439.20,11582.94,166022.14,Industrial Equipment,14,3923.04
INV-SYN-00020,2025-05-15,32930836-7476,Port Harcourt Energy Services Ltd,NGN,154439.20,11582.94,166022.14,Raw Materials,19,4465.66
INV-SYN-00020,2025-05-15,32930836-7476,Port Harcourt Energy Services Ltd,NGN,154439.20,11582.94,166022.14,IT Services,10,1466.91
